Datetime,AG,AL,AU,A,CF,CU,C,MA,PM,RU,SC,SN,SR,Y
02/01/2014,5553,12240,311.92999999999984,3387,20095,46780,1939,,2827,37740,,,5315,4890
03/01/2014,5553,12195,313.8799999999999,3391,20035,46030,1930,,2827,37230,,,5288,4790
06/01/2014,5534,12105,314.3799999999999,3399,19990,45880,1941,,2857,36850,,,5179,4664
07/01/2014,5533,12105,314.42999999999984,3403,20205,45970,1956,,2848,36420,,,5143,4580
08/01/2014,5428,12060,311.27999999999986,3406,20470,46170,1961,,2848,36340,,,5090,4576
09/01/2014,5390,12015,311.22999999999985,3434,20405,45330,1965,,2848,36460,,,5073,4604
10/01/2014,5424,12005,312.3799999999999,3507,20335,45470,1962,,2848,36525,,,5080,4616
13/01/2014,5484,11960,314.92999999999984,3453,20470,45800,1963,,2848,35945,,,5085,4594
14/01/2014,5518,11970,315.17999999999984,3462,20595,45900,1960,,2848,36355,,,5104,4622
15/01/2014,5482,11910,312.97999999999985,3485,20555,45560,1957,,2848,36280,,,5068,4580
16/01/2014,5479,11955,313.22999999999985,3521,20480,45930,1954,,2874,36360,,,4998,4592
17/01/2014,5483,11970,313.42999999999984,3525,20570,46020,1955,,2845,36235,,,5010,4576
20/01/2014,5518,12035,315.47999999999985,3575,20520,46010,1960,,2861,36435,,,5047,4670
21/01/2014,5492,12005,314.8799999999999,3574,20520,45840,1955,,2864,36030,,,4998,4634
22/01/2014,5430,11980,312.47999999999985,3536,20515,45840,1955,,2893,36195,,,5012,4630
23/01/2014,5413,11920,311.8799999999999,3540,20485,45620,1957,,2876,36165,,,4993,4628
24/01/2014,5464,11860,315.72999999999985,3519,20560,45480,1955,,2876,36175,,,5005,4574
27/01/2014,5442,11770,317.0799999999998,3523,20520,45190,1962,,2876,35555,,,4999,4504
28/01/2014,5442,11805,315.3299999999998,3505,20410,45210,1962,,2857,35215,,,4901,4404
29/01/2014,5425,11770,315.02999999999986,3504,20455,45270,1962,,2866,35240,,,4939,4418
30/01/2014,5401,11790,315.42999999999984,3475,20465,45160,1958,,2876,35085,,,4912,4358
07/02/2014,5436,11560,316.17999999999984,3527,20590,45240,1958,,2874,34995,,,5010,4582
10/02/2014,5489,11595,318.3799999999999,3584,20765,45280,1934,,2871,35485,,,5057,4646
11/02/2014,5473,11475,320.17999999999984,3584,20650,44600,1937,,2874,35410,,,5042,4586
12/02/2014,5475,11550,320.5799999999998,3612,20725,44860,1936,,2870,35360,,,5040,4612
13/02/2014,5476,11585,321.02999999999986,3629,20625,44830,1941,,2870,35195,,,5094,4646
14/02/2014,5589,11660,324.32999999999987,3623,20775,44880,1942,,2870,35225,,,5089,4712
17/02/2014,5780,11725,328.67999999999984,3605,20715,45280,1939,,2870,35965,,,5037,4696
18/02/2014,5752,11610,326.57999999999987,3577,20670,44910,1939,,2870,35745,,,5057,4672
19/02/2014,5772,11655,326.82999999999987,3564,20755,44950,1937,,2870,35795,,,5071,4766
20/02/2014,5728,11625,325.97999999999985,3575,20680,44700,1942,,2870,35175,,,5094,4778
21/02/2014,5734,11635,327.02999999999986,3579,20695,44820,1944,,2870,35165,,,5158,4740
24/02/2014,5748,11550,328.92999999999984,3609,20510,44210,1940,,2830,34410,,,5170,4786
25/02/2014,5749,11480,330.32999999999987,3590,20485,43830,1938,,2841,34195,,,5201,4754
26/02/2014,5781,11535,332.47999999999985,3585,20275,43990,1940,,2855,34295,,,5144,4752
27/02/2014,5623,11525,329.32999999999987,3570,20110,43520,1939,,2855,33935,,,5135,4794
28/02/2014,5622,11510,330.02999999999986,3518,19475,43590,1938,,2855,34105,,,5110,4736
03/03/2014,5674,11395,333.02999999999986,3535,19900,43070,1954,,2857,33960,,,5148,4838
04/03/2014,5628,11425,331.42999999999984,3521,20010,43300,1955,,2862,33820,,,5143,4840
05/03/2014,5627,11455,330.6299999999998,3547,20080,43690,1956,,2862,34320,,,5140,5012
06/03/2014,5622,11400,330.22999999999985,3539,20010,43450,1951,,2862,34300,,,5275,5024
07/03/2014,5672,11390,333.02999999999986,3519,20060,43230,1958,,2840,34110,,,5319,5116
10/03/2014,5505,11240,328.82999999999987,3401,19740,40980,1946,,2827,33590,,,5253,5078
11/03/2014,5534,11335,330.92999999999984,3463,19695,40560,1950,,2838,34340,,,5336,5138
12/03/2014,5574,11340,334.3799999999998,3444,19530,38870,1954,,2840,34890,,,5307,5078
13/03/2014,5615,11305,337.17999999999984,3433,19640,38780,1973,,2854,34965,,,5278,5078
14/03/2014,5609,11235,336.97999999999985,3429,19635,38660,1978,,2850,34865,,,5218,4970
17/03/2014,5646,11185,340.1299999999998,3426,19670,38540,1971,,2850,34110,,,5138,4922
18/03/2014,5584,11100,336.07999999999987,3428,19695,39270,1972,,2841,34040,,,5126,4878
19/03/2014,5551,10990,335.1299999999998,3427,19680,39110,1970,,2832,34385,,,5164,4920
20/03/2014,5532,10900,332.27999999999986,3406,19675,39560,1964,,2832,34300,,,5112,4782
21/03/2014,5510,10850,332.32999999999987,3405,19710,39540,1966,,2845,34155,,,5113,4746
24/03/2014,5492,10840,330.82999999999987,3396,19660,39790,1970,,2845,34345,,,5045,4790
25/03/2014,5481,10970,328.42999999999984,3401,19470,40260,1965,,2850,34635,,,5048,4784
26/03/2014,5504,11030,328.8799999999998,3388,19475,40510,1967,,2846,34645,,,5044,4840
27/03/2014,5468,11005,326.77999999999986,3373,19260,40100,1969,,2846,34500,,,5248,4868
28/03/2014,5479,11125,326.47999999999985,3353,19290,40820,1967,,2849,34805,,,5329,4844
31/03/2014,5468,11105,325.82999999999987,3351,19460,41160,1967,,2843,34870,,,5279,4836
01/04/2014,5457,11115,324.3799999999998,3386,19420,41110,1965,,2842,34910,,,5346,4842
02/04/2014,5465,11170,324.82999999999987,3382,19350,41160,1950,,2845,34655,,,5199,4974
03/04/2014,5479,11200,326.27999999999986,3363,19260,40840,1960,,2845,34550,,,5228,4896
04/04/2014,5461,11245,325.42999999999984,3397,19325,41200,1964,,2845,34575,,,5219,4984
08/04/2014,5504,11220,329.32999999999987,3413,19700,41240,1965,,2845,34870,,,5195,4958
09/04/2014,5495,11150,329.52999999999986,3410,19565,40890,1965,,2845,34450,,,5255,4956
10/04/2014,5497,11250,330.57999999999987,3411,19540,40710,1965,,2845,34240,,,5227,4956
11/04/2014,5488,11355,330.17999999999984,3406,19600,41250,1958,,2826,34135,,,5222,4912
14/04/2014,5506,11325,332.57999999999987,3472,19630,41290,1967,,2831,34070,,,5278,4910
15/04/2014,5449,11300,329.27999999999986,3532,19700,41070,1975,,2831,34165,,,5258,4848
16/04/2014,5404,11275,326.8799999999998,3542,19725,40690,1966,,2845,34150,,,5292,4950
17/04/2014,5397,11330,326.07999999999987,3546,19795,41050,1969,,2845,33925,,,5277,4994
18/04/2014,5391,11315,325.6299999999998,3551,19700,40870,1964,,2826,33325,,,5307,4956
21/04/2014,5330,11290,323.77999999999986,3502,19540,41130,1958,,2826,33050,,,5265,4876
22/04/2014,5351,11340,325.17999999999984,3519,19485,40940,1976,,2826,33130,,,5269,4934
23/04/2014,5357,11535,324.3799999999998,3517,19450,41300,1971,,2826,33140,,,5286,4884
24/04/2014,5368,11725,324.27999999999986,3543,19540,41760,1970,,2826,33185,,,5301,4864
25/04/2014,5410,11610,326.22999999999985,3573,19540,42430,1976,,2827,33130,,,5289,4892
28/04/2014,5444,11565,329.57999999999987,3576,19670,42480,1981,,2827,33525,,,5301,4944
29/04/2014,5416,11450,327.42999999999984,3579,19595,42150,1978,,2827,33675,,,5277,4916
30/04/2014,5405,11360,327.82999999999987,3566,19640,42160,1985,,2827,33465,,,5285,4908
05/05/2014,5436,11240,330.77999999999986,3572,19620,42180,1991,,2827,33490,,,5219,4770
06/05/2014,5437,11220,330.77999999999986,3511,19525,42070,1987,,2827,33210,,,5150,4740
07/05/2014,5442,11125,330.22999999999985,3498,19510,41790,1982,,2827,33215,,,5162,4740
08/05/2014,5395,11085,326.47999999999985,3495,19495,41720,1978,,2812,33040,,,5154,4694
09/05/2014,5396,11210,326.17999999999984,3479,19515,42250,1976,,2836,32895,,,5145,4742
12/05/2014,5427,11215,325.97999999999985,3479,19400,42980,1982,,2841,33195,,,5146,4732
13/05/2014,5441,11195,326.6299999999998,3519,19430,43190,1982,,2843,33265,,,5176,4800
14/05/2014,5463,11170,327.02999999999986,3597,19545,43510,1977,,2854,33430,,,5302,4806
15/05/2014,5483,11140,328.1299999999998,3672,19485,43680,1969,,2854,33225,,,5275,4810
16/05/2014,5433,11100,326.72999999999985,3686,19400,43220,1964,,2854,32945,,,5284,4760
19/05/2014,5463,11170,327.52999999999986,3726,19310,43960,1968,,2854,33675,,,5315,4704
20/05/2014,5439,11155,326.22999999999985,3792,19370,43820,1969,,2848,33615,,,5315,4682
21/05/2014,5460,11105,326.67999999999984,3793,19395,43030,1972,,2848,33410,,,5288,4644
22/05/2014,5478,11160,327.22999999999985,3805,19360,43270,1981,,2848,33500,,,5245,4724
23/05/2014,5475,11465,327.22999999999985,3775,19350,43710,1981,,2848,33565,,,5229,4752
26/05/2014,5468,11470,326.8799999999998,3777,19345,44140,1979,,2811,33860,,,5255,4718
27/05/2014,5433,11395,325.32999999999987,3755,19315,43850,1982,,2769,33655,,,5235,4708
28/05/2014,5413,11440,321.3799999999999,3854,19220,43940,1984,,2790,33605,,,5237,4740
29/05/2014,5368,11360,318.5799999999998,3831,19220,43480,2007,,2790,33425,,,5244,4716
30/05/2014,5402,11495,319.52999999999986,3758,19200,43650,2000,,2790,33250,,,5272,4680
03/06/2014,5385,11445,317.52999999999986,3762,18985,43700,1995,,2790,33230,,,5236,4620
04/06/2014,5383,11330,317.6299999999999,3757,18935,43130,1994,,2790,33230,,,5205,4624
05/06/2014,5388,11365,317.3799999999999,3704,18830,43330,1992,,2790,33335,,,5215,4666
06/06/2014,5417,11390,319.77999999999986,3669,18940,43270,1990,,2790,33325,,,5180,4648
09/06/2014,5404,11640,319.1299999999999,3710,18875,42380,1990,,2790,33365,,,5178,4668
10/06/2014,5400,11580,318.8299999999998,3668,18965,42490,1994,,2790,33395,,,5143,4620
11/06/2014,5421,11600,320.42999999999984,3680,19005,42870,1999,,2790,33485,,,5112,4600
12/06/2014,5405,11425,319.92999999999984,3688,18930,42470,2004,,2790,33240,,,5053,4574
13/06/2014,5468,11435,321.97999999999985,3680,18945,42740,2002,,2794,33515,,,5069,4620
16/06/2014,5503,11415,324.1299999999998,3719,19115,43040,2007,,2794,33380,,,5097,4636
17/06/2014,5465,11425,320.8799999999999,3689,19035,43200,2016,3323,2794,33440,,,5078,4618
18/06/2014,5472,11355,321.22999999999985,3692,18885,43140,2005,3365,2794,33475,,,5139,4610
19/06/2014,5511,11425,324.07999999999987,3694,18980,43070,2006,3370,2794,33660,,,5145,4638
20/06/2014,5682,11530,330.77999999999986,3702,18960,43770,2003,3377,2794,34090,,,5170,4692
23/06/2014,5704,11475,332.02999999999986,3729,18975,44560,2005,3379,2794,34430,,,5195,4816
24/06/2014,5707,11445,331.52999999999986,3707,18950,44410,2009,3408,2815,34410,,,5146,4832
25/06/2014,5686,11485,330.72999999999985,3693,18905,44450,2013,3456,2815,34345,,,5188,4820
26/06/2014,5682,11485,330.52999999999986,3687,18860,44840,2010,3473,2815,34485,,,5204,4834
27/06/2014,5693,11435,331.3799999999998,3679,18860,44770,2010,3456,2815,34265,,,5148,4786
30/06/2014,5666,11370,330.1299999999998,3655,18900,44830,2011,3460,2835,34010,,,5071,4726
01/07/2014,5679,11490,331.82999999999987,3558,18745,45630,2005,3446,2788,33985,,,5077,4550
02/07/2014,5689,11435,332.17999999999984,3566,18500,45570,2004,3434,2797,33940,,,5093,4562
03/07/2014,5675,11560,331.42999999999984,3558,18290,46350,2005,3431,2798,33915,,,5073,4550
04/07/2014,5700,11575,331.57999999999987,3526,18340,46630,1999,3429,2798,33770,,,5083,4508
07/07/2014,5633,11455,329.1299999999998,3517,18000,46100,2000,3481,2816,33125,,,4934,4458
08/07/2014,5657,11555,330.3799999999998,3564,18115,46430,2005,3470,2818,33135,,,4957,4446
09/07/2014,5670,11555,331.47999999999985,3532,18010,46180,2013,3427,2818,33095,,,4972,4360
10/07/2014,5681,11540,332.27999999999986,3531,17865,45820,2029,3406,2818,33055,,,4953,4370
11/07/2014,5768,11505,334.6299999999998,3534,17720,46160,2041,3388,2818,33030,,,4890,4338
14/07/2014,5700,11535,330.52999999999986,3546,17720,45920,2047,3373,2826,33135,,,4912,4270
15/07/2014,5674,11575,328.67999999999984,3536,17715,45890,2045,3369,2827,33115,,,4912,4230
16/07/2014,5645,11635,326.22999999999985,3543,17875,45690,2068,3349,2840,33170,,,4925,4270
17/07/2014,5659,11695,327.72999999999985,3532,17830,45170,2068,3381,2852,33360,,,4912,4268
18/07/2014,5684,11760,329.47999999999985,3526,17875,44990,2071,3335,2852,33190,,,4946,4238
21/07/2014,5682,11890,329.52999999999986,3519,17905,44800,2070,3332,2852,33175,,,4937,4212
22/07/2014,5675,12020,328.32999999999987,3561,18075,45140,2082,3349,2852,33255,,,5002,4202
23/07/2014,5688,12075,328.1299999999998,3541,18075,45260,2070,3342,2852,33315,,,4980,4160
24/07/2014,5668,11960,326.22999999999985,3552,17960,45900,2074,3345,2852,33395,,,4918,4188
25/07/2014,5617,12105,324.72999999999985,3546,17860,46290,2079,3361,2852,33410,,,4895,4178
28/07/2014,5643,12060,327.1299999999998,3602,17820,45880,2080,3409,2852,33300,,,4941,4208
29/07/2014,5639,12015,327.17999999999984,3625,17890,46040,2097,3398,2852,33730,,,4929,4260
30/07/2014,5636,11890,325.97999999999985,3622,17890,45540,2097,3401,2852,33520,,,4866,4236
31/07/2014,5654,12030,325.22999999999985,3645,17870,45890,2114,3386,2751,33490,,,4873,4242
01/08/2014,5622,11920,322.82999999999987,3673,17510,45910,2116,3351,2751,33180,,,4821,4198
04/08/2014,5636,11870,325.1299999999998,3730,18000,45600,2136,3370,2838,33310,,,4872,4182
05/08/2014,5621,11995,324.32999999999987,3754,18130,45950,2124,3374,2779,33175,,,4820,4184
06/08/2014,5559,11920,324.1299999999998,3735,18180,45100,2120,3358,2779,33130,,,4799,4164
07/08/2014,5584,11970,326.72999999999985,3725,18210,45130,2121,3352,2828,33255,,,4813,4192
08/08/2014,5600,11970,329.07999999999987,3750,18195,45090,2123,3404,2828,33225,,,4781,4192
11/08/2014,5576,12015,326.77999999999986,3782,18420,45270,2135,3394,2828,33105,,,4765,4178
12/08/2014,5585,12055,327.22999999999985,3771,18365,45170,2155,3386,2828,32885,,,4732,4104
13/08/2014,5584,12040,327.27999999999986,3836,18255,44680,2146,3459,2838,32835,,,4674,4094
14/08/2014,5562,11990,327.8799999999998,3779,18320,44300,2147,3464,2868,32620,,,4676,3894
15/08/2014,5563,11895,327.6299999999998,3810,18255,44290,2162,3445,2829,32550,,,4658,3814
18/08/2014,5480,11910,325.1299999999998,3801,17935,44350,2153,3447,2830,32605,,,4668,3778
19/08/2014,5469,12030,324.3799999999998,3761,17860,44770,2129,3456,2830,32675,,,4603,3780
20/08/2014,5455,12045,323.97999999999985,3736,17830,44910,2132,3437,2830,32660,,,4546,3762
21/08/2014,5445,12230,320.77999999999986,3693,17950,45610,2132,3433,2854,32665,,,4567,3806
22/08/2014,5469,12215,321.3299999999998,3715,17780,46140,2141,3412,2854,32800,,,4630,3812
25/08/2014,5461,12175,320.77999999999986,3723,17795,46050,2137,3360,2900,32710,,,4569,3786
26/08/2014,5493,12255,323.22999999999985,3804,18025,45990,2138,3309,2905,32460,,,4564,3764
27/08/2014,5479,12310,322.17999999999984,3817,17970,45680,2143,3327,2905,32530,,,4615,3874
28/08/2014,5516,12295,322.52999999999986,3789,17755,45630,2133,3310,2909,32335,,,4579,3858
29/08/2014,5509,12355,322.97999999999985,3786,17715,45160,2121,3295,2931,32185,,,4660,3840
01/09/2014,5499,12460,322.3799999999998,3800,17395,45070,2124,3317,2925,32010,,,4708,3792
02/09/2014,5470,12740,319.97999999999985,3827,17455,45260,2127,3320,2925,32155,,,4704,3850
03/09/2014,5458,12725,318.52999999999986,3815,17530,45310,2132,3319,2925,32040,,,4672,3810
04/09/2014,5455,12745,318.67999999999984,3767,17415,45130,2135,3326,2925,32165,,,4642,3792
05/09/2014,5452,12780,317.6299999999999,3784,17095,45460,2125,3328,2925,31795,,,4587,3812
09/09/2014,5439,12625,315.8799999999999,3741,17135,44970,2125,3321,2925,31225,,,4595,3736
10/09/2014,5461,12445,315.77999999999986,3757,17170,44500,2116,3325,2925,31175,,,4548,3666
11/09/2014,5445,12375,314.3799999999999,3736,17120,43820,2110,3326,2849,31105,,,4501,3666
12/09/2014,5404,12405,312.47999999999985,3822,17070,44220,2121,3292,2858,31215,,,4543,3742
15/09/2014,5405,12245,311.92999999999984,3817,17240,44010,2121,3337,2865,31260,,,4515,3822
16/09/2014,5413,12130,312.67999999999984,3826,17155,44340,2109,3361,2927,31240,,,4488,3830
17/09/2014,5428,12245,313.0799999999998,3843,17400,45110,2116,3381,2933,31275,,,4497,3840
18/09/2014,5392,12090,310.52999999999986,3827,17010,44740,2104,3373,2910,31020,,,4517,3842
19/09/2014,5400,12070,309.92999999999984,3784,16600,44400,2108,3394,2897,30530,,,4398,3724
22/09/2014,5157,11845,307.52999999999986,3754,16450,43570,2106,3389,2897,30130,,,4339,3578
23/09/2014,5124,11940,308.02999999999986,3723,16695,43780,2095,3327,2897,29905,,,4341,3612
24/09/2014,5155,11945,309.8299999999998,3746,16290,43820,2101,3344,2897,29970,,,4367,3650
25/09/2014,5098,11910,306.8799999999999,3782,16355,43770,2101,3341,2897,29755,,,4463,3752
26/09/2014,5169,11895,310.42999999999984,3795,16660,43910,2103,3340,2897,30110,,,4597,3684
29/09/2014,5163,11790,309.1299999999999,3791,17105,43660,2107,3316,2895,29815,,,4752,3618
30/09/2014,5176,11870,309.0799999999998,3777,16835,44050,2105,3344,2888,29915,,,4751,3680
08/10/2014,5146,11800,308.5799999999998,3745,16945,43710,2102,3302,2888,30275,,,4686,3704
09/10/2014,5183,11740,310.17999999999984,3733,16785,43800,2094,3311,2888,30275,,,4667,3762
10/10/2014,5169,11590,309.22999999999985,3613,16855,43260,2087,3220,2833,29990,,,4600,3692
13/10/2014,5205,11675,311.3799999999999,3592,17060,43870,2088,3222,2930,30345,,,4647,3682
14/10/2014,5192,11660,311.1299999999999,3618,17200,44120,2091,3252,2930,30345,,,4661,3774
15/10/2014,5142,11645,309.42999999999984,3642,17095,44350,2106,3248,2964,30325,,,4771,3702
16/10/2014,5179,11515,311.8299999999998,3638,17240,43450,2116,3235,2964,30175,,,4738,3610
17/10/2014,5171,11455,312.02999999999986,3659,17240,42770,2110,3213,2936,30400,,,4681,3584
20/10/2014,5179,11660,312.02999999999986,3640,17475,43150,2111,3179,2920,30460,,,4723,3490
21/10/2014,5187,11605,313.22999999999985,3680,17395,43000,2099,3204,2913,30510,,,4748,3480
22/10/2014,5190,11610,313.17999999999984,3684,17335,43540,2102,3208,2913,30575,,,4799,3520
23/10/2014,5146,11660,312.17999999999984,3688,17250,43590,2108,3242,2913,30925,,,4832,3596
24/10/2014,5156,11660,310.02999999999986,3703,17320,43860,2115,3260,2890,31070,,,4802,3592
27/10/2014,5136,11620,309.42999999999984,3693,17040,43520,2113,3241,2884,30775,,,4754,3526
28/10/2014,5138,11620,308.77999999999986,3668,17070,44010,2123,3239,2870,30910,,,4691,3530
29/10/2014,5154,11640,309.17999999999984,3688,17205,44240,2121,3251,2879,31185,,,4743,3658
30/10/2014,5067,11655,304.3299999999998,3712,17195,43980,2123,3250,2889,31020,,,4755,3760
31/10/2014,4931,11795,299.67999999999984,3807,17100,44250,2108,3238,2874,31005,,,4792,3804
03/11/2014,4810,11775,296.1299999999999,3771,16910,43770,2116,3183,2879,30850,,,4725,3762
04/11/2014,4812,11930,296.1299999999999,3772,16965,44170,2116,3174,2864,30535,,,4676,3668
05/11/2014,4682,11595,290.77999999999986,3777,16825,43050,2118,3133,2864,29960,,,4604,3514
06/11/2014,4654,11665,291.17999999999984,3736,16920,43280,2121,3097,2864,29995,,,4621,3558
07/11/2014,4653,11640,291.77999999999986,3781,16910,43660,2125,3070,2860,30310,,,4765,3614
10/11/2014,4737,11555,297.32999999999987,3774,16955,43980,2130,3097,2881,30390,,,4737,3650
11/11/2014,4718,11510,293.3799999999999,3760,16920,43620,2128,3108,2875,30350,,,4772,3608
12/11/2014,4757,11530,297.02999999999986,3702,16975,43790,2131,3149,2901,30710,,,4876,3682
13/11/2014,4738,11565,295.52999999999986,3722,16850,43870,2133,3147,2882,30740,,,4815,3620
14/11/2014,4656,11460,293.92999999999984,3724,16720,43630,2143,3130,2894,30630,,,4816,3574
17/11/2014,4853,11545,301.27999999999986,3723,16465,44100,2143,3111,2892,30580,,,4830,3574
18/11/2014,4840,11520,301.32999999999987,3729,16605,44080,2145,3117,2880,30210,,,4819,3564
19/11/2014,4842,11495,302.07999999999987,3725,16530,43800,2143,3127,2880,30410,,,4724,3574
20/11/2014,4818,11505,299.57999999999987,3727,16335,43940,2139,3160,2853,30530,,,4734,3512
21/11/2014,4842,11570,301.8799999999999,3732,16305,44050,2139,3159,2853,30170,,,4730,3546
24/11/2014,4865,11590,303.67999999999984,3668,16105,44270,2132,3118,2866,30225,,,4690,3564
25/11/2014,4885,11595,303.8799999999999,3705,16485,44290,2140,3129,2888,30345,,,4739,3588
26/11/2014,4875,11560,303.57999999999987,3722,16265,43490,2137,3079,2886,30120,,,4718,3570
27/11/2014,4849,11555,303.1299999999999,3778,16575,43620,2139,3048,2889,30300,,,4726,3602
28/11/2014,4788,11515,301.32999999999987,3790,16515,42890,2140,3007,2898,30230,,,4647,3494
01/12/2014,4642,11310,294.6299999999999,3775,16425,41440,2132,2949,2904,29850,,,4602,3264
02/12/2014,4868,11280,305.6299999999999,3772,16470,42300,2134,2952,2902,30050,,,4615,3342
03/12/2014,4875,11135,304.77999999999986,3771,16565,42130,2134,2974,2902,30015,,,4567,3348
04/12/2014,4894,11220,305.92999999999984,3786,16745,42690,2137,2937,2860,30180,,,4580,3376
05/12/2014,4914,11190,305.57999999999987,3864,16805,42990,2144,2913,2870,30115,,,4590,3410
08/12/2014,4877,11120,303.42999999999984,3854,16760,42810,2154,2823,2870,29800,,,4554,3440
09/12/2014,4915,11055,307.27999999999986,3822,16550,42840,2158,2791,2870,29785,,,4587,3410
10/12/2014,5051,11075,313.32999999999987,3853,16645,43160,2155,2804,2870,29465,,,4733,3428
11/12/2014,5049,11085,310.67999999999984,3840,16665,43110,2143,2781,2870,29410,,,4697,3366
12/12/2014,5068,11150,310.07999999999987,3836,16885,43280,2127,2798,2870,29735,,,4633,3356
15/12/2014,5061,11205,310.22999999999985,3833,16810,43610,2131,2756,2805,29955,,,4651,3384
16/12/2014,4905,11095,305.8799999999999,3794,16735,42780,2122,2682,2812,29945,,,4620,3318
17/12/2014,4855,10985,305.97999999999985,3782,16585,42540,2121,2619,2812,29940,,,4552,3316
18/12/2014,4887,10750,306.97999999999985,3785,16550,42550,2123,2484,2812,29940,,,4602,3302
19/12/2014,4888,10870,307.77999999999986,3808,16560,42790,2117,2524,2812,29930,,,4604,3284
22/12/2014,4906,11000,307.42999999999984,3794,16550,43250,2092,2497,2812,29880,,,4617,3328
23/12/2014,4827,10870,303.82999999999987,3798,16580,42920,2090,2454,2812,29670,,,4573,3312
24/12/2014,4842,10845,303.77999999999986,3860,16650,42920,2100,2557,2812,29820,,,4592,3290
25/12/2014,4827,10825,303.32999999999987,3906,16850,42920,2102,2542,2884,30050,,,4582,3298
26/12/2014,4863,10865,304.77999999999986,3925,16755,42800,2104,2555,2862,30020,,,4578,3298
29/12/2014,4888,10800,306.8799999999999,3999,16890,42320,2116,2519,2878,30210,,,4613,3406
30/12/2014,4869,10780,305.27999999999986,3987,17065,42580,2121,2510,2878,30815,,,4638,3426
31/12/2014,4935,10765,306.92999999999984,3982,16975,43090,2108,2520,2885,31090,,,4656,3438
05/01/2015,4920,10600,307.42999999999984,3969,16745,42370,2105,2477,2885,30865,,,4589,3344
06/01/2015,4967,10550,309.72999999999985,3975,16825,42090,2117,2491,2889,31125,,,4623,3396
07/01/2015,4967,10465,310.52999999999986,3977,16785,41940,2125,2491,2889,30850,,,4697,3386
08/01/2015,4961,10510,309.77999999999986,3975,16860,41970,2134,2500,2889,30700,,,4710,3430
09/01/2015,4968,10560,310.42999999999984,3981,16825,41540,2134,2486,2889,30750,,,4713,3434
12/01/2015,5014,10475,313.02999999999986,3982,16800,41250,2136,2414,2889,30785,,,4793,3436
13/01/2015,5029,10455,314.27999999999986,3955,16625,40180,2140,2378,2889,30420,,,4762,3340
14/01/2015,5021,10325,313.17999999999984,3939,16605,38480,2135,2391,2889,29925,,,4747,3308
15/01/2015,4986,10545,312.02999999999986,3969,16685,38210,2136,2433,2889,30125,,,4739,3330
16/01/2015,5055,10525,318.92999999999984,3978,16840,38330,2137,2453,2889,30150,,,4755,3306
19/01/2015,5180,10550,323.1299999999999,3968,16855,39060,2143,2475,2889,30250,,,4846,3278
20/01/2015,5183,10480,322.92999999999984,3930,16820,38540,2140,2473,2889,30175,,,4843,3298
21/01/2015,5303,10480,327.47999999999985,3932,16720,38550,2143,2516,2889,30485,,,4995,3324
22/01/2015,5232,10530,324.32999999999987,3913,16740,38850,2147,2521,2889,30715,,,5023,3286
23/01/2015,5272,10520,326.67999999999984,3898,16740,38300,2143,2525,2902,30690,,,5076,3250
26/01/2015,5262,10480,326.8799999999999,3863,16635,36800,2153,2487,2902,30570,,,5042,3204
27/01/2015,5228,10545,325.17999999999984,3912,16715,37810,2151,2500,2892,30820,,,5119,3178
28/01/2015,5219,10510,326.07999999999987,3890,16850,37240,2147,2546,2892,30780,,,5017,3176
29/01/2015,5179,10475,324.57999999999987,3836,16935,36870,2151,2537,2892,30645,,,5019,3120
30/01/2015,4986,10455,320.32999999999987,3821,16805,36640,2151,2506,2892,30375,,,4944,3042
02/02/2015,5045,10530,324.3799999999999,3875,16800,37840,2145,2546,2892,30755,,,5054,3086
03/02/2015,5082,10805,324.67999999999984,3905,16875,38310,2158,2593,2892,30780,,,5040,3136
04/02/2015,5058,10870,321.6299999999999,3885,17040,38710,2175,2600,2892,31000,,,5036,3130
05/02/2015,5088,10880,322.77999999999986,3889,16850,38550,2169,2596,2892,30825,,,5011,3140
06/02/2015,5086,11005,321.97999999999985,3905,16925,39220,2181,2633,2892,31245,,,5044,3204
09/02/2015,5008,10880,316.67999999999984,3887,16950,38810,2190,2612,2892,31180,,,5047,3194
10/02/2015,5031,10800,317.32999999999987,3876,16975,38870,2197,2600,2892,31060,,,5125,3210
11/02/2015,5031,10680,316.07999999999987,3878,16945,38650,2191,2607,2892,31150,,,5144,3192
12/02/2015,4998,10635,313.1299999999999,3884,16900,38660,2185,2632,2892,31120,,,5161,3168
13/02/2015,5044,10725,314.72999999999985,3881,16990,39670,2191,2696,2892,31425,,,5158,3266
16/02/2015,5099,10705,315.57999999999987,3839,17015,39770,2188,2724,2891,31590,,,5157,3260
17/02/2015,5085,10705,314.27999999999986,3839,17025,39750,2188,2714,2928,31375,,,5175,3260
25/02/2015,5003,10635,311.57999999999987,3759,17045,39630,2194,2746,2928,31380,,,5046,3214
26/02/2015,5014,10625,311.72999999999985,3756,17160,40240,2195,2816,2928,31695,,,5026,3252
27/02/2015,5019,10575,311.92999999999984,3789,17120,40460,2213,2825,2928,31595,,,5096,3360
02/03/2015,5044,10705,314.57999999999987,3744,17085,40930,2209,2906,2928,31425,,,5194,3434
03/03/2015,4999,10630,312.32999999999987,3752,16940,40270,2210,2884,2928,31070,,,5163,3356
04/03/2015,4971,10580,311.97999999999985,3752,16895,40190,2230,2868,2928,31110,,,5138,3368
