Datetime,AG,AL,AU,A,CF,CU,C,MA,PM,RU,SC,SN,SR,Y
24/06/2019,4383,10905,351.32999999999987,2073,14500,43440,2198,2979,2526,20010,401.1000000000004,91220,4416,1562
25/06/2019,4405,10985,357.32999999999987,2102,14570,43780,2195,2939,2526,20050,393.50000000000034,91930,4425,1578
26/06/2019,4361,10985,351.92999999999984,2062,14730,43900,2186,2948,2526,20025,403.6000000000004,91320,4402,1548
27/06/2019,4354,10975,351.1299999999999,2060,14690,43780,2186,2898,2526,20000,401.4000000000003,91530,4380,1596
28/06/2019,4354,10905,352.3799999999999,2078,14665,43700,2194,2847,2526,19765,397.00000000000034,90950,4415,1568
01/07/2019,4316,10825,344.3799999999999,2019,15020,44050,2182,2877,2437,19820,405.1000000000004,90140,4435,1614
02/07/2019,4332,10785,347.57999999999987,2019,14895,43300,2180,2921,2437,19735,397.70000000000033,83150,4471,1606
03/07/2019,4379,10725,356.6299999999999,2041,14700,42940,2185,2909,2437,19570,381.20000000000033,80340,4460,1586
04/07/2019,4353,10850,353.17999999999984,2035,14665,43040,2180,2891,2496,19670,383.9000000000003,81420,4516,1604
05/07/2019,4354,10865,353.52999999999986,2067,14815,42970,2180,2897,2516,19720,385.6000000000004,81840,4700,1606
08/07/2019,4328,10845,351.8799999999999,2027,14635,43010,2179,2898,2516,19430,395.20000000000033,84420,4644,1632
09/07/2019,4323,10820,348.97999999999985,2031,14155,42860,2167,2836,2526,19045,394.8000000000004,83690,4538,1584
10/07/2019,4320,10890,348.72999999999985,2027,14050,42750,2157,2853,2526,19145,397.3000000000004,84400,4590,1618
11/07/2019,4353,10880,354.52999999999986,2020,14055,43260,2160,2833,2526,19145,415.1000000000004,81520,4610,1616
12/07/2019,4330,10845,352.17999999999984,2046,14025,43340,2164,2809,2526,19020,411.70000000000033,82500,4592,1576
15/07/2019,4356,10940,353.27999999999986,2069,14005,43580,2174,2804,2526,19055,408.00000000000034,81060,4642,1644
16/07/2019,4394,10960,353.27999999999986,2010,14000,43580,2173,2747,2526,18895,405.1000000000004,82730,4613,1616
17/07/2019,4447,10950,351.32999999999987,2006,13985,43530,2171,2755,2526,18975,391.7000000000004,82000,4594,1602
18/07/2019,4529,10935,354.6299999999999,2001,13955,43450,2180,2734,2526,19070,387.2000000000004,82540,4594,1596
19/07/2019,4639,11000,358.82999999999987,2014,13895,44640,2166,2760,2526,19125,381.6000000000004,82790,4550,1578
22/07/2019,4614,10925,356.17999999999984,2017,14155,44080,2161,2734,2526,19125,384.9000000000004,82050,4555,1608
23/07/2019,4614,10815,354.22999999999985,2017,14005,43970,2164,2677,2526,19105,387.0000000000004,82500,4607,1628
24/07/2019,4643,10855,355.17999999999984,2028,14180,43760,2173,2683,2526,19095,390.7000000000004,81570,4704,1668
25/07/2019,4640,10955,355.82999999999987,2032,14180,43690,2173,2659,2526,19270,390.8000000000004,82640,4671,1702
26/07/2019,4629,10940,354.6299999999999,2008,14305,43720,2170,2621,2526,19175,394.4000000000004,83140,4696,1706
29/07/2019,4626,10945,355.1299999999999,2004,14025,43570,2176,2635,2526,19095,389.4000000000004,82240,4757,1750
30/07/2019,4640,10995,356.3799999999999,2006,14075,43910,2170,2656,2526,19045,394.3000000000004,82240,4669,1748
31/07/2019,4634,10960,357.77999999999986,2013,14030,43390,2176,2689,2526,19150,396.6000000000004,81680,4734,1730
01/08/2019,4532,10920,352.1299999999999,2007,13970,43290,2179,2688,2526,18975,393.1000000000004,82170,4717,1694
02/08/2019,4576,10860,359.77999999999986,1998,13595,43110,2172,2705,2456,18750,378.6000000000004,82790,4706,1730
05/08/2019,4730,10945,369.5299999999999,2029,13150,42730,2173,2633,2456,18690,383.2000000000004,81130,4763,1862
06/08/2019,4703,10930,371.0799999999999,2007,13165,42820,2168,2656,2542,18975,380.7000000000004,82370,4717,1886
07/08/2019,4787,10870,377.3299999999999,2030,13135,42600,2159,2700,2542,18935,369.3000000000004,82280,4770,1900
08/08/2019,4872,10950,379.8799999999999,2006,13155,43100,2123,2718,2542,18970,363.7000000000004,83140,4754,1978
09/08/2019,4854,10980,381.42999999999984,2030,13110,43300,2121,2710,2542,19020,362.4000000000004,82990,4862,2162
12/08/2019,4831,11250,379.7799999999999,2018,13175,43370,2115,2709,2542,18885,368.1000000000004,81560,4932,2172
13/08/2019,4972,11265,387.8299999999999,2048,13115,43180,2108,2721,2542,18755,368.2000000000004,81710,4953,2218
14/08/2019,4833,11240,378.4799999999999,2004,13310,43200,2108,2703,2542,18920,381.8000000000004,82770,4904,2156
15/08/2019,4893,11265,382.92999999999984,1980,13220,43060,2106,2691,2542,18770,372.7000000000004,81650,4858,2146
16/08/2019,4894,11235,383.2799999999999,1963,13230,43170,2100,2651,2542,18770,370.7000000000004,80720,4807,2194
19/08/2019,4857,11460,381.92999999999984,1975,13250,43230,2077,2668,2542,19030,377.5000000000004,78140,4828,2162
20/08/2019,4846,11400,380.2799999999999,1987,13230,43240,2080,2651,2542,18960,379.7000000000004,78880,4831,2196
21/08/2019,4859,11400,380.8799999999999,1991,13075,43050,2099,2592,2542,18785,379.1000000000004,79280,4804,2162
22/08/2019,4870,11405,381.9799999999999,1986,13240,42930,2102,2602,2542,18830,378.4000000000004,78960,4889,2206
23/08/2019,4871,11350,381.7799999999999,2050,13120,43020,2114,2620,2542,18780,379.8000000000004,77350,4870,2198
26/08/2019,5055,11280,393.7799999999999,2098,12655,42640,2111,2599,2720,18895,374.8000000000004,76420,4825,2274
27/08/2019,5085,11315,394.2299999999999,2068,12755,43000,2094,2574,2720,18930,374.5000000000004,75640,4721,2140
28/08/2019,5209,11355,394.3799999999999,2073,12890,43180,2091,2621,2720,19075,380.0000000000004,76620,4755,2136
29/08/2019,5303,11290,398.3299999999999,2086,12805,43170,2079,2601,2720,19035,383.1000000000004,76320,4731,2142
30/08/2019,5224,11325,392.2299999999999,2085,12910,43310,2065,2597,2720,19210,392.2000000000004,77100,4736,2068
02/09/2019,5224,11420,391.3299999999999,2154,12825,43260,2066,2666,2720,19145,384.2000000000004,83160,4744,2102
03/09/2019,5272,11375,392.9799999999999,2140,12910,42990,2070,2666,2720,19330,382.3000000000004,82910,4814,2064
04/09/2019,5470,11420,394.5299999999999,2134,13000,43240,2075,2680,2720,19505,382.6000000000004,87730,4841,2182
05/09/2019,5492,11395,396.42999999999984,2087,13060,43590,2069,2640,2720,19455,391.7000000000004,90510,4851,2128
06/09/2019,5233,11460,384.7299999999999,2020,13315,44050,2079,2660,2720,19325,396.0000000000004,88140,4854,2088
09/09/2019,5132,11485,386.1299999999999,1996,13280,43970,2079,2717,2720,19465,403.2000000000004,86900,4917,2070
10/09/2019,5088,11425,380.3799999999999,2006,13330,43980,2074,2704,2720,19450,405.4000000000004,88390,4845,2078
11/09/2019,5148,11485,381.4799999999999,1981,13365,43840,2068,2702,2720,19395,407.1000000000004,87470,4892,2078
12/09/2019,5123,11495,381.67999999999984,1976,13360,44040,2066,2705,2720,19310,394.7000000000004,89270,4858,2066
16/09/2019,5064,11350,381.7799999999999,1996,13460,44110,2063,2804,2720,19430,428.5000000000004,84830,4916,2126
17/09/2019,5052,11310,380.4799999999999,2042,13460,43890,2061,2847,2720,19455,448.1000000000004,84660,4847,2230
18/09/2019,5078,11285,382.0299999999999,2039,13305,43860,2067,2763,2720,19300,428.8000000000004,84900,4792,2150
19/09/2019,5041,11205,381.5299999999999,2019,13280,43620,2058,2756,2720,19210,416.6000000000004,84980,4805,2078
20/09/2019,5076,11295,382.2299999999999,1985,13340,43680,2045,2773,2642,19265,422.1000000000004,84510,4779,2046
23/09/2019,5192,11285,385.8299999999999,2004,13240,43420,2049,2834,2642,19395,424.7000000000004,84940,4772,2080
24/09/2019,5246,11225,387.5799999999999,1982,13005,43670,2048,2836,2642,19230,420.2000000000004,84170,4778,1998
25/09/2019,5241,11180,389.3799999999999,1994,12970,43550,2044,2861,2642,19140,410.8000000000004,83900,4839,2026
26/09/2019,5108,11110,385.0799999999999,1958,12845,43670,2034,2834,2642,19040,408.7000000000004,83730,4892,2028
27/09/2019,4993,11045,381.8799999999999,1918,12525,43470,2024,2798,2642,18820,406.7000000000004,83210,4900,1912
30/09/2019,4938,11085,380.5799999999999,1906,12405,43800,2017,2863,2642,18865,405.2000000000004,82420,4875,1876
08/10/2019,4960,11030,380.0299999999999,1932,12565,43320,2018,2855,2642,18825,398.2000000000004,82880,4929,1950
09/10/2019,5092,10995,385.0299999999999,1966,12710,43150,2024,2854,2642,18915,407.5000000000004,84550,4943,2010
10/10/2019,5037,10990,383.2299999999999,1956,12765,43240,2032,2821,2642,19015,408.6000000000004,84290,4961,2002
11/10/2019,5018,10880,381.3799999999999,1994,12770,43420,2041,2782,2642,19010,425.4000000000004,83770,4897,2056
14/10/2019,4976,10825,376.2299999999999,1990,13135,43480,2031,2746,2642,19090,431.9000000000004,84840,4907,1926
15/10/2019,4988,10855,377.17999999999984,1982,12955,43470,2035,2731,2642,18925,421.1000000000004,84470,4917,1938
16/10/2019,4917,10925,375.7299999999999,1977,12975,43260,2040,2663,2642,18925,418.3000000000004,86410,4864,2012
17/10/2019,4954,10925,378.2299999999999,1972,13055,43160,2042,2655,2642,18960,409.3000000000004,87240,4885,2044
18/10/2019,4965,10940,377.5299999999999,1975,13075,43080,2053,2659,2642,19160,412.5000000000004,88150,4903,2046
21/10/2019,5005,10850,377.2799999999999,1986,13050,43530,2041,2606,2642,19120,411.3000000000004,85600,4966,2086
22/10/2019,4973,10885,375.9799999999999,1984,13125,43630,2049,2610,2642,19240,407.5000000000004,85420,4875,2054
23/10/2019,4984,10880,377.4799999999999,1963,13135,43440,2030,2579,2642,19235,408.8000000000004,86000,4870,2096
24/10/2019,4972,10915,377.0299999999999,1950,13120,43870,2022,2589,2642,19220,413.6000000000004,85730,4876,2148
25/10/2019,5081,10895,380.17999999999984,1952,13165,43900,2022,2535,2642,19250,416.9000000000004,85820,4891,2198
28/10/2019,5089,10915,380.1299999999999,1928,13105,43940,2040,2543,2642,19105,421.5000000000004,86640,4907,2248
29/10/2019,5009,10875,376.42999999999984,1935,13415,43850,2058,2556,2642,19185,420.1000000000004,86160,4993,2214
30/10/2019,5029,10935,376.0799999999999,1946,13440,44020,2062,2562,2642,19350,417.8000000000004,86370,4972,2268
31/10/2019,5029,10930,376.6299999999999,1949,13560,43840,2067,2558,2642,19410,414.5000000000004,85960,5086,2242
01/11/2019,5063,10965,379.5799999999999,1951,13475,43630,2081,2540,2642,19280,408.8000000000004,84840,5074,2280
04/11/2019,5061,11035,379.2299999999999,1945,13370,43550,2070,2545,2642,19220,415.4000000000004,84260,5091,2348
05/11/2019,5036,11055,376.92999999999984,1944,13505,43760,2068,2579,2642,19595,423.9000000000004,84590,5122,2390
06/11/2019,4912,11045,372.0799999999999,1946,13450,43700,2048,2532,2642,19505,423.2000000000004,84220,5122,2362
07/11/2019,4934,11070,373.8799999999999,1941,13310,43660,2039,2506,2642,19500,419.0000000000004,84560,4955,2354
08/11/2019,4777,11120,367.6299999999999,1938,13360,43750,2059,2464,2642,19365,416.8000000000004,84800,4961,2400
11/11/2019,4754,10985,367.0299999999999,1972,13205,43620,2049,2415,2642,19330,417.5000000000004,85070,4953,2496
12/11/2019,4735,10905,363.8299999999999,1968,13200,43690,2032,2421,2642,19475,422.4000000000004,83950,4982,2476
13/11/2019,4786,10895,367.3799999999999,1963,13415,43480,2035,2415,2642,19430,415.3000000000004,82220,4980,2396
14/11/2019,4788,10845,368.3299999999999,1959,13375,43480,2034,2403,2642,19585,420.8000000000004,82320,5001,2360
15/11/2019,4754,10820,367.4799999999999,1941,13410,43380,2035,2412,2642,19305,414.8000000000004,82110,4962,2266
18/11/2019,4752,10945,367.4799999999999,1948,13405,43430,2053,2421,2642,19495,420.0000000000004,83170,4957,2296
19/11/2019,4821,10890,369.5799999999999,1958,13225,43340,2048,2382,2642,19525,417.3000000000004,82470,4983,2290
20/11/2019,4806,10930,370.42999999999984,1962,13305,43500,2040,2363,2642,19925,407.5000000000004,82620,5019,2382
21/11/2019,4799,11015,370.0799999999999,1959,13045,43560,2046,2396,2642,19990,416.6000000000004,85360,4945,2370
22/11/2019,4797,11005,369.17999999999984,1946,13125,43320,2041,2402,2642,20020,423.1000000000004,86670,4944,2338
25/11/2019,4747,10955,366.67999999999984,1948,13150,43550,2035,2464,2642,20195,427.5000000000004,86500,4950,2364
26/11/2019,4765,10905,366.4799999999999,1935,13245,43520,2033,2434,2642,19980,424.4000000000004,86260,4952,2246
27/11/2019,4784,10885,367.0799999999999,1936,13210,43830,2030,2429,2642,19915,427.5000000000004,85800,4898,2214
28/11/2019,4770,10960,366.0799999999999,1911,13110,43800,2018,2404,2642,19930,426.0000000000004,86150,4931,2206
29/11/2019,4771,11035,366.9799999999999,1922,13140,43770,2023,2408,2642,19840,427.7000000000004,86030,4921,2286
02/12/2019,4763,11100,367.4799999999999,1941,12980,43750,2014,2383,2642,19905,415.7000000000004,86980,4919,2196
03/12/2019,4764,11095,368.1299999999999,2013,12890,43530,2020,2430,2642,20010,414.7000000000004,86220,4932,2228
04/12/2019,4885,11120,374.3799999999999,2034,12825,43430,2018,2441,2642,20125,412.9000000000004,86560,4908,2232
05/12/2019,4810,11080,372.8299999999999,2062,12925,43650,2016,2476,2642,20465,419.9000000000004,86540,4932,2286
06/12/2019,4784,10990,370.3799999999999,2066,13165,43770,2026,2456,2642,20545,422.2000000000004,86770,4903,2316
09/12/2019,4716,11085,367.7299999999999,2043,13115,44790,2017,2462,2642,20465,432.1000000000004,88000,4972,2370
10/12/2019,4718,11140,368.0399999999999,2066,13090,45040,2027,2462,2642,20495,433.50000000000034,88820,4966,2370
11/12/2019,4719,11150,368.23999999999984,2081,13110,45350,2025,2441,2642,20540,432.20000000000033,89300,4986,2316
12/12/2019,4764,11105,370.2199999999999,2064,13225,45380,2026,2497,2642,20515,433.20000000000033,88520,4975,2378
13/12/2019,4739,11170,365.8999999999999,2058,13265,45360,2015,2488,2642,20385,433.00000000000034,87100,4972,2456
16/12/2019,4787,11140,369.5199999999999,2035,13235,45450,2016,2496,2642,20355,437.70000000000033,88410,4909,2470
17/12/2019,4791,11240,369.3399999999999,2065,13275,45610,2008,2528,2642,20530,437.50000000000034,88090,4910,2578
18/12/2019,4795,11325,369.85999999999984,2036,13205,45420,2013,2479,2642,20315,440.4000000000004,88950,4919,2544
19/12/2019,4779,11425,369.3199999999999,2029,13285,45460,2004,2499,2642,20045,445.3000000000004,89340,4915,2550
20/12/2019,4804,11400,370.3799999999999,2024,13295,45380,2007,2520,2642,20070,447.00000000000034,88760,4965,2614
23/12/2019,4866,11410,371.4399999999999,2042,13235,45400,2017,2529,2642,19980,443.6000000000004,89160,4918,2570
24/12/2019,4911,11460,372.9999999999999,1992,13275,45940,2024,2515,2642,20075,447.20000000000033,87940,4930,2568
25/12/2019,4948,11460,375.05999999999983,2008,13210,45950,2029,2535,2642,20085,451.00000000000034,87240,4943,2560
26/12/2019,5003,11280,375.3999999999999,2009,13310,46000,2037,2532,2642,20075,451.6000000000004,87730,4935,2598
27/12/2019,4972,11300,376.5799999999999,2017,13540,46080,2035,2567,2642,20115,456.4000000000004,87080,4999,2760
30/12/2019,4977,11315,376.73999999999984,2027,13900,45860,2037,2594,2642,20250,456.1000000000004,85600,5101,2756
31/12/2019,5023,11335,378.7599999999999,2043,13875,45500,2032,2555,2642,20225,450.3000000000004,84490,5082,2800
02/01/2020,4954,11315,377.5199999999999,2047,13870,45580,2040,2568,2642,20070,449.3000000000004,84880,5077,2792
03/01/2020,5029,11310,382.4399999999999,2063,13910,45130,2040,2609,2642,20075,466.6000000000004,84700,5073,2804
06/01/2020,5092,11330,389.61999999999983,2095,13965,45000,2035,2668,2642,20360,483.7000000000004,84250,5070,2818
07/01/2020,5016,11295,386.2199999999999,2102,14110,45250,2048,2654,2642,20450,469.8000000000004,84800,5221,2878
08/01/2020,5107,11380,391.9599999999999,2140,14060,45100,2040,2709,2642,20455,475.7000000000004,85240,5226,2840
09/01/2020,4927,11305,379.3199999999999,2215,14155,45200,2043,2610,2642,20230,449.1000000000004,87400,5210,2918
10/01/2020,4916,11390,380.5799999999999,2278,14180,45250,2033,2620,2642,20365,446.7000000000004,87230,5290,2930
13/01/2020,4929,11240,380.6999999999999,2297,14325,45180,2040,2723,2642,20630,444.50000000000034,87770,5341,2864
14/01/2020,4848,11210,375.9799999999999,2324,14055,45550,2041,2742,2642,20515,433.00000000000034,87920,5363,2750
15/01/2020,4883,11250,378.8199999999999,2316,13825,45500,2046,2722,2597,20460,430.9000000000004,89340,5340,2662
16/01/2020,4894,11580,379.23999999999984,2280,13915,45440,2068,2691,2561,20415,431.2000000000004,89410,5361,2578
17/01/2020,4912,11560,379.05999999999983,2286,13925,45490,2069,2655,2561,20340,431.6000000000004,90370,5348,2588
20/01/2020,4908,11490,379.2199999999999,2283,13890,45340,2066,2712,2648,20160,433.6000000000004,89600,5225,2618
21/01/2020,4947,11400,382.61999999999983,2233,13690,44660,2050,2664,2648,19885,428.50000000000034,88680,5180,2434
22/01/2020,4863,11445,379.5999999999999,2278,13600,44780,2046,2625,2609,19685,427.4000000000004,89730,5171,2522
23/01/2020,4865,11380,381.9999999999999,2246,13335,44260,2034,2622,2609,19350,414.8000000000004,87020,5123,2432
03/02/2020,4914,10885,390.5799999999999,2149,12460,41280,2048,2470,2763,18410,383.1000000000004,80470,4982,2032
04/02/2020,4895,10885,387.4799999999999,2210,12515,41500,2066,2424,2712,18305,365.1000000000004,81430,5181,2042
05/02/2020,4895,10905,385.4999999999999,2178,12845,41790,2043,2459,2787,18480,363.9000000000004,81370,5163,2150
06/02/2020,4881,10950,383.67999999999984,2218,13015,42280,2056,2483,2744,18605,374.0000000000004,83060,5266,2242
07/02/2020,4894,11005,385.5799999999999,2226,13030,41930,2060,2505,2747,18595,369.8000000000004,83660,5274,2228
10/02/2020,4887,10995,386.8399999999999,2356,12970,41650,2048,2490,2698,18610,364.8000000000004,83590,5252,2166
11/02/2020,4894,11060,385.8799999999999,2343,13020,41820,2045,2485,2687,18765,362.7000000000004,84480,5230,2088
12/02/2020,4832,11025,385.2799999999999,2345,12965,41820,2045,2456,2689,18715,368.2000000000004,83780,5272,2036
13/02/2020,4860,10985,387.79999999999984,2335,12940,41950,2048,2459,2727,18695,371.0000000000004,84230,5258,1966
14/02/2020,4870,10970,388.05999999999983,2325,12925,42170,2041,2468,2727,18750,373.1000000000004,84280,5170,1896
17/02/2020,4909,10940,389.17999999999984,2340,13405,42550,2049,2484,2726,18950,375.3000000000004,85210,5290,1954
18/02/2020,4916,10975,390.9599999999999,2332,13075,42360,2029,2460,2719,18905,370.9000000000004,85150,5249,1856
19/02/2020,5019,10960,395.3399999999999,2377,13155,42500,2032,2491,2723,18865,378.4000000000004,85380,5252,1860
20/02/2020,5034,10920,396.3399999999999,2290,13220,42530,2027,2496,2719,18955,384.5000000000004,85540,5277,1942
21/02/2020,5089,10830,403.17999999999984,2322,13160,42090,2034,2490,2683,18985,380.3000000000004,85780,5275,1934
24/02/2020,5123,10780,410.9799999999999,2305,12830,42100,2035,2453,2661,18665,365.1000000000004,86760,5323,1888
25/02/2020,5026,10785,403.0199999999999,2317,12910,42050,2037,2502,2656,18810,364.2000000000004,86350,5307,1818
26/02/2020,4979,10740,405.5399999999999,2357,12700,41730,2035,2464,2656,18590,347.30000000000035,85580,5235,1790
27/02/2020,4964,10680,405.5799999999999,2357,12520,41540,2049,2454,2598,18500,333.6000000000004,85910,5236,1788
28/02/2020,4741,10360,401.2599999999999,2264,12075,40490,2044,2381,2665,17815,318.7000000000004,81450,5165,1558
02/03/2020,4672,10505,392.5199999999999,2343,12285,41330,2065,2416,2662,18255,326.6000000000004,84180,5251,1670
03/03/2020,4648,10530,391.5399999999999,2347,12415,41720,2063,2418,2662,18290,335.2000000000004,85320,5192,1658
04/03/2020,4732,10455,399.8199999999999,2389,12385,41380,2060,2410,2662,18325,333.8000000000004,86100,5180,1718
05/03/2020,4723,10455,399.8999999999999,2438,12665,41420,2065,2411,2662,18385,332.4000000000004,86440,5229,1768
06/03/2020,4754,10385,407.35999999999984,2404,12495,41000,2057,2403,2662,18165,316.0000000000004,85300,5222,1670
09/03/2020,4577,10100,404.6999999999999,2333,12070,39850,2055,2289,2609,17555,296.8000000000004,82920,5075,1458
10/03/2020,4663,10195,399.9199999999999,2379,12345,40640,2069,2282,2610,17965,266.3000000000004,85080,5158,1466
11/03/2020,4667,10145,402.4999999999999,2366,12220,40220,2077,2258,2611,17790,233.7000000000004,85340,5133,1414
12/03/2020,4573,10080,398.5399999999999,2333,12045,39430,2065,2224,2621,17725,219.8000000000004,83670,5049,1274
13/03/2020,4368,10130,387.67999999999984,2350,11670,39620,2067,2228,2621,17805,225.8000000000004,79480,5054,1272
16/03/2020,4138,10030,378.4599999999999,2412,11330,38620,2056,2196,2621,17575,206.9000000000004,76820,5017,1236
17/03/2020,3788,9950,362.1599999999999,2439,11455,38610,2052,2187,2610,17600,205.2000000000004,73190,5015,1226
18/03/2020,3580,9510,370.35999999999984,2501,11425,35910,2044,2152,2610,17230,195.5000000000004,67070,4996,1226
19/03/2020,3514,9015,367.8999999999999,2546,10990,33620,2042,2093,2610,16945,190.7000000000004,57870,4988,1328
20/03/2020,3709,9205,371.06,2483,10885,34900,2058,2142,2610,17040,206.0000000000004,64130,5015,1398
23/03/2020,3698,8555,370.8999999999999,2503,10465,33210,2074,2106,2628,16615,203.4000000000004,57040,5036,1412
24/03/2020,3912,8645,389.73999999999984,2590,10255,34210,2070,2105,2665,16745,214.5000000000004,63670,5045,1472
25/03/2020,4115,8910,395.67999999999984,2687,10590,35370.000000000015,2083,2068,2681,16900,218.9000000000004,66440,5029,1576
26/03/2020,4091,8850,394.61999999999983,2807,10540,34880,2075,2050,2753,16840,213.20000000000044,65120,4993,1422
27/03/2020,4141,8950,398.85999999999984,2882,10615,35190,2091,1985,2733,16685,210.1000000000004,69080,5002,1416
30/03/2020,3941,8725,395.9799999999999,3100,10305,34730,2103,1933,2763,16460,206.5000000000004,68480,5051,1464
31/03/2020,4010,8780,396.17999999999984,3052,10435,35160,2105,1967,2791,16665,219.8000000000004,70330,5052,1374
01/04/2020,3979,8670,389.8999999999999,3000,10250,35010,2094,1926,2763,16465,216.7000000000004,70970,4902,1352
02/04/2020,4068,8700,391.9799999999999,3042,10405,35660,2088,2000,2786,16730,243.5000000000004,69650,4888,1402
03/04/2020,4130,8770,394.7599999999999,3034,10385,35940,2090,2013,2731,16655,238.0000000000004,70260,4839,1364
07/04/2020,4341,8845,405.1599999999999,2969,10690,36610,2087,2059,2732,16850,252.2000000000004,70920,4893,1454
08/04/2020,4267,8845,401.4799999999999,2985,11015,36820,2102,2056,2732,17055,247.3000000000004,71780,4925,1506
09/04/2020,4277,8880,402.73999999999984,2999,11025,36810,2100,2145,2711,17085,256.1000000000004,72380,4907,1578
10/04/2020,4304,9070,405.0199999999999,2995,11045,37800,2100,2145,2711,17125,244.5000000000004,76090,4896,1486
13/04/2020,4282,8980,404.5399999999999,2970,10850,37860,2101,2113,2777,16925,239.6000000000004,76670,4878,1470
14/04/2020,4355,8995,408.8799999999999,3011,10925,37810,2108,2040,2731,17045,235.3000000000004,76050,4840,1398
15/04/2020,4285,9175,407.5999999999999,3184,10890,37620,2127,2056,2665,17020,229.0000000000004,76600,4830,1430
16/04/2020,4355,9310,410.6599999999999,3099,10820,37620,2122,2007,2673,16865,213.1000000000004,75860,4822,1432
17/04/2020,4258,9635,403.4599999999999,3155,10910,38340,2122,2030,2668,17035,208.2000000000004,77820,4825,1464
20/04/2020,4254,9565,402.0799999999999,3078,11030,38390,2117,2033,2628,17125,197.3000000000004,77950,4814,1382
21/04/2020,4275,9330,405.6999999999999,3071,10675,37500,2120,1980,2638,16785,183.7000000000004,75210,4708,1246
22/04/2020,4126,9420,404.4599999999999,3100,10805,37150,2126,1936,2629,16700,165.1000000000004,72930,4683,1292
23/04/2020,4276,9470,411.0799999999999,3089,11205,38010,2135,2011,2646,17010,182.0000000000004,78730,4712,1420
24/04/2020,4290,9510,414.05999999999983,3128,10970,37840,2136,1968,2646,16945,185.6000000000004,78550,4641,1350
27/04/2020,4251,9635,411.4199999999999,3090,10975,38550,2155,1941,2644,16920,169.7000000000004,82390,4480,1258
28/04/2020,4177,9710,408.3799999999999,3091,10910,38360,2153,1986,2632,16875,161.1000000000004,80590,4382,1258
29/04/2020,4241,9810,410.0199999999999,3090,10960,38570,2151,1988,2632,16835,179.0000000000004,80570,4481,1250
30/04/2020,4273,9885,411.55999999999983,3015,11160,39000,2131,2062,2633,16950,184.0000000000004,79890,4564,1284
06/05/2020,4249,9970,411.35999999999984,3049,10845,38780,2143,2061,2636,17285,198.90000000000043,81180,4576,1220
07/05/2020,4229,9845,409.4599999999999,3029,11050,39170,2128,2027,2650,17365,196.7000000000004,81350,4672,1262
08/05/2020,4354,9815,414.7199999999999,3036,11165,39570,2118,2038,2636,17330,197.6000000000004,82680,4664,1276
11/05/2020,4358,9920,413.1399999999999,3006,11130,39560,2102,2027,2636,17320,194.1000000000004,83630,4673,1270
12/05/2020,4335,9800,412.0799999999999,3015,11045,39100,2102,2001,2625,17220,188.5000000000004,82790,4594,1226
13/05/2020,4361,9880,412.8399999999999,3010,11060,39120,2105,2024,2576,17230,186.6000000000004,82750,4575,1298
14/05/2020,4371,9915,415.4399999999999,2867,11000,38970,2100,2025,2621,17125,180.6000000000004,82100,4473,1230
15/05/2020,4545,9985,421.11999999999983,2824,11155,39190,2084,2036,2623,17280,194.8000000000004,81740,4470,1322
18/05/2020,4788,10145,430.3799999999999,2747,11100,39330,2106,1990,2660,17230,202.90000000000043,83250,4467,1326
19/05/2020,4730,10235,423.7199999999999,2742,11240,39840,2100,1982,2647,17315,202.7000000000004,83110,4540,1328
20/05/2020,4869,10260,427.9399999999999,2700,11310,39880,2089,2018,2639,17405,203.90000000000043,87420,4555,1354
21/05/2020,4754,10160,424.2799999999999,2798,11300,40300,2076,2023,2639,17420,213.5000000000004,87270,4634,1364
22/05/2020,4690,10175,423.5999999999999,2886,11090,39410,2079,1958,2639,17175,201.0000000000004,84210,4525,1298
25/05/2020,4707,10225,422.7599999999999,2889,11130,39800,2096,1966,2638,17225,207.0000000000004,85860,4586,1372
26/05/2020,4828,10325,424.55999999999983,2893,11140,40010,2098,1962,2616,17310,210.1000000000004,86580,4590,1390
27/05/2020,4765,10400,420.4199999999999,3022,11115,39790,2110,1991,2616,17235,208.1000000000004,87060,4558,1428
28/05/2020,4831,10540,423.3999999999999,3009,11070,39850,2119,1987,2590,17255,208.40000000000043,87750,4585,1448
29/05/2020,4846,10600,423.6399999999999,3017,10990,40090,2135,1964,2584,17150,210.5000000000004,88500,4486,1552
01/06/2020,5055,10545,427.2199999999999,3010,11205,40750,2126,1988,2630,17300,213.40000000000043,89220,4517,1566
02/06/2020,5021,10410,426.17999999999984,2998,11250,40710,2124,1983,2590,17285,213.90000000000043,88580,4493,1544
03/06/2020,4928,10535,422.2599999999999,2908,11295,40980,2122,2027,2590,17415,225.90000000000043,90710,4621,1590
04/06/2020,4839,10550,418.9599999999999,2925,11290,40870,2119,2017,2591,17275,215.7000000000004,87730,4600,1550
05/06/2020,4865,10565,419.3999999999999,2815,11495,41370,2130,2033,2590,17630,220.2000000000004,88780,4639,1588
08/06/2020,4851,10805,415.49999999999983,3022,11495,41950,2119,2040,2583,17585,231.0000000000004,91060,4715,1592
09/06/2020,4837,10940,415.5199999999999,3017,11605,42400,2134,2024,2579,17625,224.5000000000004,92320,4688,1678
10/06/2020,4873,11055,419.61999999999983,3163,11530,42980,2142,2015,2654,17570,221.1000000000004,92340,4637,1610
